,ROI,Pval,FDR,COR
277,X11110.4,0.540918163672655,0.0116439379254397,0.329783165748662
278,X11112.18,0.864271457085828,0.00826814923149325,0.142377691582018
279,X11116.16,0.860279441117764,0.00841109468571887,-0.133937778657738
280,X11117.2,0.313373253493014,0.0135701529050879,0.384968842139239
281,X11118.107,0.205588822355289,0.0135701529050879,0.288625476630369
282,X11120.49,0.12524983344437,0.0252326616592186,0.336994078578738
283,X11121.56,0.0686209193870753,0.047981423525464,0.239680902323847
284,X11122.97,0.00804918397076615,0.0909518180890702,0.709176994911139
285,X11126.102,0.708582834331337,0.0116439379254397,0.062642001157581
286,X11128.29,0.315369261477046,0.0135701529050879,0.324239308602132
287,X11129.66,0.740518962075848,0.0112419498538803,0.0840325290149367
288,X11130.158,0.261477045908184,0.0135701529050879,0.263739621553132
289,X11134.30,0.846307385229541,0.00841109468571887,0.0812590696752177
290,X11135.5,0.241516966067864,0.0135701529050879,0.5405226693991
291,X11137.43,0.215568862275449,0.0135701529050879,0.498483367025022
292,X11138.16,0.792415169660679,0.00841109468571887,0.0391496732787826
293,X11140.56,0.996007984031936,0.000930805911677887,-0.445140175782533
294,X11142.11,0.698602794411178,0.0116439379254397,-0.105297432779761
295,X11143.32,0.403193612774451,0.0135701529050879,0.277279072320637
296,X11144.10,0.528942115768463,0.012063595710177,0.310185029009044
297,X11145.72,0.44311377245509,0.0135701529050879,0.0158636959344056
298,X11146.4,0.872255489021956,0.00804106145819958,0.0865230079497934
299,X11147.17,0.00748129675810474,0.0909518180890702,0.880413802938967
300,X11149.3,0.449101796407186,0.0135701529050879,0.410670080416056
301,X11150.3,0.441117764471058,0.0135701529050879,0.0183594120283182
302,X11152.46,0.417165668662675,0.0135701529050879,0.047619414467432
303,X11154.3,0.558882235528942,0.0116439379254397,0.355412349275889
304,X11155.16,0.0266607420573206,0.0647820327325122,0.761363755798313
305,X11158.40,0.584830339321357,0.0116439379254397,0.221664630469575
306,X11159.14,0.387225548902196,0.0135701529050879,0.426451559779785
307,X11160.56,0.62874251497006,0.0116439379254397,-0.0256180383718441
308,X11161.5,0.80439121756487,0.00841109468571887,0.109964222026012
